id	org	prod0	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	sales	daysLate
1475	g	20	6	4	25	29	27	45	33	2	6	197	20
1476	g	15	7	5	38	30	33	70	47	1	6	252	17
1477	g	37	11	4	28	26	22	70	41	1	3	243	6
1478	g	40	8	2	42	19	27	72	25	1	1	237	6
1479	b	68	7	3	12	20	26	87	19	4	6	252	28
1480	g	30	6	3	26	26	29	70	26	2	5	223	14
1481	g	8	8	1	29	13	31	88	43	2	1	224	9
1482	g	28	7	4	38	18	10	40	26	1	7	179	39
1483	b	63	9	2	9	18	24	48	13	5	6	197	13
1484	g	8	10	3	31	28	31	41	21	2	4	179	9
1485	g	38	4	4	24	12	33	48	48	3	4	218	21
1486	b	17	8	2	33	19	14	63	34	1	3	194	40
1487	b	69	7	4	5	26	41	85	12	4	10	263	76
1488	b	42	11	2	17	19	46	46	13	5	9	210	3
1489	b	54	6	4	23	29	35	77	31	4	9	272	6
1490	g	15	6	2	24	14	27	40	46	3	1	178	12
1491	g	15	6	2	26	21	17	41	43	3	2	176	13
1492	b	15	11	3	21	14	21	55	42	2	5	189	19
1493	g	27	9	5	21	13	33	47	37	3	2	197	5
1494	g	22	11	1	21	16	40	68	40	3	4	226	2
1495	g	7	9	3	41	14	30	38	32	3	2	179	58
1496	b	74	9	3	21	15	52	47	36	4	9	270	12
1497	g	27	5	4	42	14	28	55	30	3	5	213	23
1498	g	23	11	3	21	27	10	31	32	2	1	161	12
1499	g	42	6	2	37	37	16	72	32	2	2	248	19
1500	g	29	13	2	41	36	17	88	35	3	4	268	2
1501	g	30	11	3	26	16	18	44	26	2	4	180	27
1502	g	35	12	5	36	31	24	37	41	1	3	225	32
1503	b	64	8	4	5	16	39	89	30	3	8	266	10
1504	g	10	7	3	35	18	23	59	28	3	4	190	21
1505	g	11	8	3	22	18	30	40	35	3	6	176	16
1506	g	41	7	2	37	24	23	42	37	3	1	217	28
1507	b	5	11	2	35	14	17	44	47	3	7	185	0
1508	g	20	8	2	36	25	20	57	31	0	5	204	28
1509	g	11	9	4	21	19	11	81	28	0	2	186	20
1510	g	38	10	5	28	21	29	90	27	2	4	254	8
1511	g	32	5	4	23	25	36	82	30	1	7	245	6
1512	g	7	10	3	30	30	25	36	31	1	5	178	19
1513	b	69	8	3	16	17	43	58	36	3	8	261	23
1514	b	49	10	4	6	25	34	83	33	3	5	252	24
1515	g	36	6	3	30	32	20	73	43	3	1	247	17
1516	g	24	12	3	30	14	37	41	20	2	2	185	16
1517	g	11	10	2	25	31	12	56	25	3	2	177	41
1518	b	67	6	3	9	35	47	59	32	3	5	266	18
1519	g	25	5	4	30	30	15	37	20	2	7	175	80
1520	b	67	10	1	18	22	51	38	24	3	6	240	11
1521	g	32	11	4	22	28	27	83	28	1	2	238	17
1522	g	22	7	1	35	27	32	46	46	3	2	221	25
1523	g	21	8	5	27	35	29	86	20	3	3	237	34
1524	g	51	7	2	2	28	24	68	24	4	11	221	20
1525	g	35	9	3	39	22	38	55	40	1	2	244	19
1526	g	63	4	2	3	35	27	58	18	2	11	223	3
1527	g	8	4	2	25	22	24	49	37	1	1	173	29
1528	b	21	10	2	23	27	26	33	40	1	5	188	59
1529	b	67	11	3	16	25	26	73	35	4	10	270	5
1530	g	6	12	5	39	31	17	82	45	3	3	243	11
1531	g	13	5	4	24	18	30	78	25	2	2	201	49
1532	b	44	11	4	11	27	34	50	14	2	7	204	21
1533	g	15	5	2	36	23	12	90	33	3	5	224	7
1534	g	38	12	2	26	28	39	31	35	2	6	219	3
1535	g	25	13	4	26	33	31	88	27	2	7	256	15
1536	g	40	5	5	25	22	24	82	29	1	5	238	20
1537	g	22	5	5	21	18	19	84	40	1	6	221	21
1538	g	6	9	2	28	33	20	45	46	3	1	193	79
1539	b	76	12	4	7	23	34	52	17	2	11	238	3
1540	g	31	11	3	36	28	38	84	39	2	4	276	24
1541	g	27	9	3	29	29	40	73	44	1	5	260	12
1542	b	7	4	1	35	33	32	82	44	1	7	246	21
1543	b	77	13	4	11	34	35	72	10	4	5	265	26
1544	g	17	11	2	23	18	37	65	23	1	2	199	30
1545	b	42	10	4	4	28	22	38	27	4	9	188	26
1546	g	30	7	1	27	14	19	88	29	3	6	224	19
1547	g	41	8	2	32	33	11	53	42	2	7	231	29
1548	g	17	8	4	38	28	36	38	33	3	1	206	72
1549	g	66	9	3	6	27	42	65	14	4	5	241	8
1550	g	18	5	4	29	13	14	87	25	2	6	203	44
1551	b	40	9	4	16	17	42	37	27	5	10	207	22
1552	g	38	9	3	28	37	14	44	43	3	6	225	28
1553	b	60	7	3	11	34	28	63	22	3	5	236	60
1554	b	66	10	2	11	36	48	84	32	3	9	301	8
1555	g	19	10	2	23	18	38	75	44	3	7	239	14
1556	b	4	9	2	33	33	32	55	48	3	5	224	1
1557	g	11	9	2	22	26	11	72	20	1	3	177	26
1558	g	32	5	2	36	16	29	92	29	3	5	249	16
1559	g	9	13	2	31	22	20	88	20	3	3	211	9
1560	g	6	12	2	29	36	27	41	27	2	3	185	31
1561	b	42	10	3	8	15	42	58	22	5	6	211	18
1562	g	12	6	4	24	18	10	67	46	3	5	195	30
1563	b	66	8	5	21	22	42	62	18	3	6	253	42
1564	b	46	9	4	3	32	27	34	19	5	7	186	5
1565	b	53	8	4	8	34	30	56	30	4	7	234	60
1566	b	75	10	3	15	30	26	48	37	2	10	256	8
1567	g	8	8	2	23	28	28	63	29	4	2	195	66
1568	b	38	9	2	6	30	41	76	14	3	7	226	0
1569	b	73	9	4	12	30	23	77	34	5	9	276	80
1570	b	59	7	1	23	25	40	58	26	5	9	253	1
1571	g	7	11	2	27	17	31	85	42	2	1	225	18
1572	g	35	12	3	22	33	30	34	26	2	1	198	10
1573	b	36	7	3	25	14	9	61	36	2	7	200	59
1574	b	41	13	3	15	21	25	33	24	4	6	185	17
1575	b	25	8	4	41	34	15	41	26	2	6	202	54
1576	g	43	4	3	18	14	42	64	26	3	9	226	6
1577	g	12	8	4	40	27	24	62	21	2	4	204	29
1578	g	19	5	3	26	27	35	53	46	3	3	220	22
1579	g	19	12	2	42	36	23	67	24	3	6	234	9
1580	g	31	7	2	39	18	40	82	24	1	1	245	54
1581	b	37	4	4	11	18	33	45	22	5	9	188	11
1582	g	68	9	3	14	16	40	54	27	4	5	240	14
1583	g	5	12	1	23	17	37	67	38	2	1	203	23
1584	g	27	12	3	27	23	12	85	36	0	2	227	12
1585	g	40	10	2	40	13	19	80	37	1	7	249	24
1586	g	12	6	5	39	19	20	69	35	2	1	208	20
1587	g	6	7	4	38	23	12	49	34	1	2	176	29
1588	g	43	11	3	36	33	16	37	24	1	5	209	9
1589	b	40	10	1	37	19	27	79	42	3	4	262	15
1590	g	14	13	5	32	37	25	83	26	3	2	240	8
1591	g	36	6	4	41	36	15	34	34	1	6	213	11
1592	g	28	12	2	29	20	16	80	35	3	4	229	3
1593	g	17	11	5	20	31	36	38	37	2	4	201	44
1594	b	42	13	4	16	23	51	35	36	3	9	232	13
1595	g	19	11	2	37	21	22	59	38	2	6	217	26
1596	g	32	9	2	28	20	37	42	41	2	7	220	75
1597	g	59	11	2	14	15	29	68	26	3	9	236	16
1598	g	30	5	3	39	27	36	51	32	2	4	229	11
1599	g	27	9	2	42	33	32	84	42	1	2	274	26
1600	g	26	8	4	28	25	23	57	40	3	6	220	15
1601	g	42	7	3	36	34	40	31	43	1	3	240	61
1602	b	73	4	3	3	16	52	68	17	3	6	245	74
1603	b	76	9	1	20	24	36	43	21	5	10	245	17
1604	g	51	9	4	23	17	36	35	34	2	7	218	48
1605	b	40	5	4	5	18	37	90	35	2	8	244	27
1606	g	33	10	5	20	19	20	75	23	2	7	214	24
1607	g	37	8	4	23	30	13	61	29	1	3	209	16
1608	g	28	10	3	23	24	37	83	26	3	5	242	8
1609	g	23	9	4	21	32	27	32	45	3	6	202	10
1610	g	32	5	5	23	20	12	89	24	3	6	219	7
1611	g	17	10	2	29	29	33	68	25	1	3	217	20
1612	g	5	11	2	33	17	34	30	45	1	4	182	74
1613	b	57	6	2	6	37	37	63	27	2	6	243	28
1614	g	28	8	2	37	32	35	85	25	2	5	259	17
1615	g	16	13	2	33	35	26	87	32	2	3	249	24
1616	g	4	7	4	26	38	35	41	34	2	4	195	6
1617	g	42	6	3	26	12	12	35	36	2	6	180	37
1618	b	53	4	4	3	14	34	67	15	2	6	202	48
1619	b	55	11	2	12	20	43	31	33	4	8	219	26
1620	g	33	11	4	20	21	24	89	44	2	5	253	1
1621	g	13	4	3	32	13	11	33	46	3	6	164	27
1622	g	19	11	4	28	29	16	53	30	3	6	199	22
1623	g	32	11	5	22	25	32	74	42	1	1	245	6
1624	g	24	4	5	24	17	18	48	46	1	4	191	18
1625	b	12	10	3	20	15	9	41	45	3	7	165	16
1626	g	32	10	4	20	34	33	46	29	4	6	218	13
1627	g	16	10	4	31	26	22	79	21	3	6	218	33
1628	b	54	8	1	6	31	40	62	18	3	7	230	3
1629	g	43	7	3	37	33	25	44	46	2	3	243	41
1630	b	60	5	3	16	22	28	60	36	4	5	239	5
1631	g	36	8	2	29	24	26	54	24	1	4	208	3
1632	g	41	8	4	23	15	20	76	23	2	4	216	3
1633	b	42	5	3	19	20	28	52	20	4	9	202	82
1634	b	50	12	3	13	24	50	52	29	5	10	248	14
1635	g	32	6	2	29	15	32	31	20	1	5	173	0
1636	b	25	11	2	33	29	22	71	32	3	1	229	30
1637	b	71	7	5	9	16	44	62	27	2	7	250	39
1638	b	49	12	3	13	30	30	36	37	3	6	219	11
1639	g	35	11	4	30	12	20	54	42	1	2	211	0
1640	b	75	8	4	12	20	50	48	30	2	8	257	75
1641	b	64	6	3	22	16	26	42	19	3	5	206	6
1642	g	28	6	2	36	24	23	31	45	1	2	198	30
1643	b	61	12	5	20	34	47	76	23	2	6	286	2
1644	g	26	12	2	24	30	40	90	44	3	2	273	63
1645	b	44	11	2	8	25	29	44	15	3	9	190	85
1646	b	57	11	3	24	24	48	72	20	5	8	272	43
1647	b	72	6	2	13	20	37	53	17	3	10	233	19
1648	g	20	7	3	26	15	39	71	20	3	3	207	27
1649	b	43	11	4	19	22	32	58	11	4	10	214	12
1650	b	34	8	3	29	27	30	39	47	3	1	221	20
1651	g	16	11	3	29	38	26	42	34	3	5	207	30
1652	b	65	13	5	24	36	29	72	31	4	7	286	14
1653	g	27	4	2	36	36	37	63	24	1	4	234	25
1654	g	38	9	2	43	12	26	48	38	0	1	217	53
1655	b	44	6	4	22	31	52	40	20	4	5	228	19
1656	g	15	10	2	34	35	17	85	32	1	7	238	13
1657	g	34	8	4	32	25	20	44	47	3	2	219	3
1658	g	24	9	2	21	28	21	31	31	3	2	172	23
1659	g	31	9	4	36	32	37	51	38	1	4	243	3
1660	g	31	8	3	28	20	36	50	42	2	3	223	28
1661	b	49	8	3	22	23	30	76	10	4	7	232	14
1662	g	25	5	5	33	13	25	70	20	3	1	200	16
1663	g	7	8	3	38	24	38	30	46	3	3	200	15
1664	b	53	10	2	7	15	45	82	25	4	7	250	10
1665	g	12	12	3	23	37	12	45	44	1	6	195	24
1666	b	74	11	1	9	25	36	84	10	2	5	257	5
1667	g	19	8	5	26	15	12	64	46	2	3	200	15
1668	b	72	8	5	5	36	26	92	33	4	8	289	43
1669	b	48	6	2	19	29	34	57	25	3	11	234	62
1670	g	38	12	4	15	34	52	38	30	4	8	235	16
1671	g	21	12	2	42	25	22	55	41	3	5	228	22
1672	g	10	8	2	28	19	13	58	25	3	4	170	8
1673	g	24	11	1	34	23	33	81	27	3	4	241	18
1674	g	43	8	2	36	19	20	38	46	1	2	215	10
1675	g	18	5	3	34	30	22	75	43	1	6	237	67
1676	g	46	5	2	11	32	35	53	17	4	9	214	75
1677	b	50	12	4	7	28	23	37	28	3	10	202	7
1678	g	25	12	5	24	18	34	32	47	1	6	204	13
1679	g	26	8	3	36	13	18	52	29	3	5	193	11
1680	g	20	8	5	31	26	21	33	38	3	5	190	15
1681	b	70	12	4	4	24	52	83	24	4	9	286	24
1682	g	25	6	1	40	35	27	62	22	4	3	225	28
1683	b	72	12	1	23	34	52	51	29	3	9	286	8
1684	g	25	7	1	34	16	14	49	33	1	1	181	25
1685	g	43	5	4	28	21	28	53	44	2	2	230	56
1686	b	47	8	2	15	24	33	64	29	4	7	233	28
1687	g	11	7	4	32	21	33	38	40	2	1	189	73
1688	b	60	6	1	2	25	29	56	18	3	9	209	4
1689	g	35	11	5	39	21	29	50	29	3	4	226	20
1690	g	15	6	2	37	25	35	81	27	3	2	233	35
1691	b	49	11	3	20	36	32	90	31	5	9	286	11
1692	b	5	7	4	41	23	10	34	45	1	7	177	4
1693	g	20	5	2	32	32	28	76	45	2	3	245	24
1694	g	37	9	3	39	22	18	35	40	2	3	208	12
1695	g	41	5	2	21	14	30	57	28	0	5	203	28
1696	g	19	9	5	42	25	35	87	37	3	1	263	4
1697	g	25	10	4	38	28	39	39	34	3	5	225	18
1698	b	38	7	2	32	30	16	73	39	3	6	246	80
1699	b	41	12	4	4	26	49	83	16	3	6	244	7
1700	g	35	9	5	41	36	30	54	20	1	7	238	15
1701	g	12	12	3	42	21	16	43	46	3	5	203	24
1702	g	8	7	4	34	18	31	54	36	3	2	197	13
1703	g	29	11	4	37	30	11	43	26	3	3	197	17
1704	g	43	7	4	30	38	12	52	43	2	6	237	24
1705	b	14	6	4	32	37	15	47	36	2	2	195	9
1706	b	71	11	2	13	22	33	85	24	4	6	271	19
1707	g	34	8	4	30	18	34	81	20	2	6	237	24
1708	g	10	10	4	22	31	11	90	43	2	3	226	2
1709	b	13	7	1	26	35	13	37	35	2	4	173	8
1710	g	14	7	3	23	28	12	87	42	3	4	223	32
1711	b	63	5	4	24	35	39	70	18	4	10	272	2
1712	g	13	5	2	26	28	20	89	33	3	5	224	21
1713	g	72	5	3	15	30	37	48	10	3	7	230	0
1714	g	18	6	2	33	18	40	70	41	3	2	233	27
1715	g	32	9	2	31	14	24	48	31	1	5	197	25
1716	g	9	10	2	40	32	33	81	25	3	5	240	0
1717	g	38	5	2	21	29	18	84	23	3	7	230	11
1718	g	21	8	3	20	22	35	89	38	3	5	244	6
1719	g	32	6	1	31	30	17	89	42	3	2	253	16
1720	g	25	5	4	25	21	39	35	41	2	7	204	4
1721	g	26	6	3	25	16	27	43	33	2	3	184	8
1722	g	43	11	3	38	18	14	63	24	2	7	223	25
1723	g	20	12	2	40	31	38	74	47	3	7	274	84
1724	b	71	11	4	22	33	22	39	13	4	7	226	18
1725	b	40	5	3	41	34	16	37	40	2	6	224	5
1726	g	19	7	4	28	25	20	38	32	2	6	181	22
1727	g	27	5	5	32	28	39	50	27	2	1	216	29
1728	g	14	4	4	36	13	30	89	35	2	7	234	2
1729	g	39	4	5	26	28	22	72	45	1	4	246	54
1730	b	60	4	4	13	22	37	52	20	4	9	225	33
1731	b	57	10	3	6	16	44	88	32	4	10	270	68
1732	b	62	8	5	22	34	31	89	36	4	6	297	67
1733	b	65	9	4	6	12	29	68	34	3	8	238	4
1734	b	40	7	2	39	34	40	69	40	2	7	280	29
1735	g	36	10	2	32	31	23	72	47	1	6	260	22
1736	g	7	5	3	40	24	21	45	46	3	3	197	18
1737	g	31	9	3	40	24	39	70	47	1	4	268	28
1738	g	31	7	5	28	35	10	66	44	1	5	232	21
1739	g	34	4	1	25	16	16	37	22	3	7	165	17
1740	b	33	6	3	33	17	39	44	46	1	2	224	16
1741	g	37	7	4	22	25	9	67	21	1	6	199	4
1742	g	5	10	5	38	13	20	71	47	2	7	218	52
1743	b	64	11	3	3	31	43	66	36	4	11	272	4
1744	b	75	12	2	23	26	38	68	28	3	10	285	24
1745	g	22	12	2	42	27	25	35	28	1	6	200	12
1746	g	11	9	2	26	18	23	84	29	3	3	208	9
1747	g	11	8	4	29	22	10	63	23	2	1	173	20
1748	g	10	11	3	25	37	23	90	46	1	6	252	20
1749	g	38	9	3	21	34	18	83	38	2	5	251	20
1750	g	21	9	4	33	19	16	85	26	2	7	222	6
1751	b	64	8	1	13	26	30	83	22	3	8	258	25
1752	g	36	7	2	32	38	30	33	43	3	4	228	74
1753	b	63	6	5	22	36	29	55	29	2	9	256	4
1754	g	5	9	4	25	27	23	33	20	1	4	151	6
1755	b	18	9	2	40	19	9	92	39	2	3	233	18
1756	g	17	8	5	29	27	16	68	27	1	7	205	0
1757	g	4	12	2	39	28	34	45	25	1	2	192	8
1758	g	6	7	2	35	35	27	84	24	1	6	227	56
1759	b	38	6	3	5	20	49	60	24	3	9	217	24
1760	g	44	8	5	33	20	15	53	47	3	2	230	55
1761	b	48	5	3	15	31	49	88	28	3	7	277	0
1762	g	12	10	2	30	31	38	37	22	1	4	187	16
1763	b	57	12	4	8	15	26	31	34	4	8	199	14
1764	g	5	4	5	24	24	28	55	37	2	6	190	22
1765	b	71	12	4	4	28	29	31	36	2	11	228	17
1766	g	14	8	3	21	23	23	63	47	1	5	208	25
1767	g	28	11	2	37	12	30	42	31	1	4	198	13
1768	g	24	5	4	36	12	32	45	28	1	1	188	19
1769	g	26	7	2	39	29	30	31	26	3	6	199	69
1770	b	56	9	3	24	30	52	85	19	4	7	289	0
1771	g	35	5	3	21	25	17	72	24	2	6	210	7
1772	g	37	4	5	28	22	16	39	30	2	6	189	18
1773	g	26	7	3	22	32	35	63	34	2	5	229	29
1774	b	47	5	3	19	35	29	80	33	3	8	262	0
1775	g	10	9	2	36	13	40	49	35	1	6	201	13
1776	g	30	10	1	24	23	33	65	20	3	3	212	0
1777	g	37	10	2	30	21	10	35	37	3	5	190	27
1778	g	32	7	2	38	37	36	67	47	1	5	272	15
1779	g	22	4	3	21	34	32	51	48	1	3	219	20
1780	g	42	9	2	40	28	18	82	34	2	7	264	9
1781	g	23	9	2	23	24	21	78	42	1	3	226	28
1782	g	41	10	3	26	34	10	35	37	1	7	204	12
1783	g	33	10	4	33	32	35	42	31	3	6	229	14
1784	g	43	6	2	36	30	16	51	31	3	1	219	29
1785	b	60	8	2	3	18	44	64	18	2	9	228	28
1786	g	29	11	5	35	34	35	32	42	1	4	228	3
1787	g	17	4	3	30	36	26	83	36	3	3	241	21
1788	b	39	12	2	31	30	30	82	27	3	2	258	22
1789	g	16	10	3	35	28	21	43	27	2	4	189	11
1790	g	36	9	2	20	31	39	85	21	2	6	251	1
1791	g	24	9	1	26	35	32	40	35	3	3	208	15
1792	g	12	8	4	33	15	11	79	28	1	1	192	5
1793	b	63	12	3	4	34	51	66	27	3	7	270	31
1794	b	57	5	3	22	16	46	74	35	2	10	270	19
1795	g	6	6	3	32	31	34	76	30	3	7	228	5
1796	g	43	8	4	34	19	25	77	45	3	7	265	23
1797	g	23	9	1	23	36	25	63	36	3	1	220	5
1798	g	32	10	4	21	29	34	61	22	1	1	215	42
1799	b	66	8	3	16	33	32	82	27	4	10	281	20
1800	b	63	6	5	13	31	48	38	21	4	5	234	74
1801	b	57	5	3	16	12	39	68	29	4	9	242	29
1802	b	8	9	3	23	28	35	69	30	2	6	213	28
1803	g	23	11	5	26	24	21	83	31	4	5	233	6
1804	b	38	9	2	9	22	52	88	34	4	10	268	26
1805	g	4	8	4	23	15	40	75	45	1	3	218	78
1806	b	58	7	5	17	35	41	72	31	3	11	280	2
1807	g	13	13	4	34	32	23	87	20	3	7	236	65
1808	b	67	11	5	9	30	31	59	12	2	5	231	79
1809	b	75	9	5	15	28	29	84	36	4	8	293	16
1810	b	52	12	3	12	22	45	32	34	3	9	224	25
1811	g	44	10	3	36	26	9	32	39	3	3	205	21
1812	b	76	13	3	13	26	29	76	15	3	5	259	89
1813	b	68	10	2	16	16	38	31	22	4	9	216	27
1814	g	16	9	3	27	26	34	45	38	2	6	206	40
1815	b	68	9	3	20	18	44	67	28	5	7	269	6
1816	g	29	9	4	39	23	39	55	32	2	6	238	19
1817	g	23	9	5	37	30	19	66	29	1	1	220	32
1818	b	70	8	3	22	33	34	70	34	4	5	283	16
1819	g	8	11	3	38	15	30	42	30	3	2	182	11
1820	g	9	13	5	28	35	36	47	34	3	4	214	14
1821	g	18	5	4	27	28	9	37	30	3	6	167	17
1822	g	39	6	5	23	37	30	91	45	3	3	282	0
1823	g	13	5	2	34	25	31	42	29	1	2	184	6
1824	g	16	12	2	28	24	30	77	25	2	1	217	50
1825	b	53	10	4	17	27	22	39	27	3	8	210	14
1826	b	47	8	3	6	21	45	33	13	3	7	186	65
1827	b	73	11	2	15	20	28	54	28	5	10	246	23
1828	g	9	11	4	21	35	15	91	36	2	3	227	23
1829	g	38	5	3	21	16	39	50	28	2	4	206	13
1830	g	29	7	3	22	21	36	50	32	3	6	209	87
1831	b	59	10	5	2	20	52	68	24	3	7	250	16
1832	g	31	6	5	35	27	21	91	31	1	7	255	21
1833	g	33	10	3	24	24	40	37	48	2	5	226	5
1834	g	21	10	3	39	31	12	62	32	2	4	216	29
1835	g	20	7	2	30	36	23	53	47	3	4	225	4
1836	b	77	5	4	8	22	31	76	19	3	10	255	0
1837	g	29	6	4	34	25	24	32	23	2	6	185	3
1838	g	37	10	4	39	15	22	43	31	1	7	209	18
1839	g	21	10	5	29	14	11	80	21	2	5	198	0
1840	g	5	5	5	23	17	24	72	26	3	3	183	4
1841	g	13	10	4	30	19	27	92	43	2	7	247	9
1842	g	39	11	2	35	21	9	89	24	1	3	234	22
1843	g	20	11	3	32	18	21	40	31	1	5	182	72
1844	b	73	9	4	12	26	50	81	18	4	9	286	14
1845	g	11	4	2	28	22	12	32	24	3	1	139	3
1846	b	4	11	3	34	25	12	85	31	3	2	210	14
1847	b	37	9	5	32	15	32	43	27	3	2	205	15
1848	g	32	5	2	33	16	29	86	34	2	3	242	17
1849	g	41	11	3	41	32	17	87	34	1	5	272	53
1850	b	72	7	5	11	14	26	48	36	2	7	228	4
1851	b	66	8	2	24	31	53	88	29	2	6	309	30
1852	b	53	5	5	21	18	44	41	27	3	11	228	1
1853	g	20	12	3	23	28	12	39	21	2	4	164	40
1854	b	41	10	2	13	31	49	86	24	4	6	266	12
1855	g	13	12	4	31	16	15	47	37	1	4	180	15
1856	g	38	7	2	33	15	15	58	48	2	5	223	29
1857	g	21	8	3	28	14	29	45	35	3	4	190	19
1858	g	23	10	5	39	30	39	87	31	1	2	267	4
1859	g	9	10	4	31	27	38	37	43	1	4	204	10
1860	b	37	5	5	20	12	52	79	20	3	7	240	11
1861	g	18	9	3	24	31	36	75	42	2	4	244	2
1862	g	24	12	4	30	33	27	84	25	2	3	244	5
1863	g	40	11	3	29	36	20	70	35	1	3	248	7
1864	g	25	12	3	42	28	10	90	46	1	3	260	69
1865	b	60	5	4	10	15	49	79	32	4	6	264	66
1866	b	58	8	4	3	25	32	79	34	3	11	257	11
1867	g	36	5	3	24	23	10	73	22	2	1	199	31
1868	b	53	12	2	13	31	30	52	24	3	8	228	83
1869	b	55	8	3	11	24	37	67	31	4	5	245	85
1870	b	69	4	2	14	24	39	68	11	4	8	243	24
1871	b	20	4	4	33	33	17	77	47	1	7	243	56
1872	b	40	6	3	24	21	53	37	21	5	11	221	10
1873	b	17	10	3	26	35	27	40	26	3	7	194	19
1874	b	38	8	4	8	13	53	54	30	5	10	223	27
1875	g	8	8	2	36	15	34	78	43	2	4	230	31
1876	b	74	6	5	14	34	41	78	19	2	10	283	18
1877	b	37	5	3	17	21	38	70	31	3	10	235	10
1878	g	30	11	2	26	32	28	90	37	2	4	262	6
1879	b	62	9	2	6	16	34	91	26	4	10	260	27
1880	b	29	6	3	36	15	26	57	27	1	6	206	18
1881	g	29	10	3	29	24	10	77	35	1	5	223	22
1882	b	17	5	2	37	17	11	47	20	1	5	162	43
1883	b	46	12	3	13	18	30	50	17	2	9	200	1
1884	g	33	10	3	42	14	30	49	35	3	2	221	11
1885	g	11	11	4	42	18	37	87	27	3	1	241	12
1886	g	6	4	5	38	22	34	91	33	2	2	237	4
1887	g	44	5	4	27	27	20	37	40	2	3	209	25
1888	g	32	5	2	27	22	23	54	25	2	1	193	1
1889	g	24	11	2	37	30	12	77	25	3	2	223	9
1890	b	58	13	3	5	22	52	77	8	4	5	247	20
1891	b	43	6	3	16	28	31	39	13	4	8	191	5
1892	g	15	4	5	29	34	22	53	47	3	6	218	6
1893	g	17	12	5	26	15	13	66	36	3	2	195	10
1894	b	43	7	2	15	32	48	83	9	5	6	250	47
1895	b	63	9	3	22	22	30	58	25	4	11	247	27
1896	g	19	9	3	21	19	21	32	21	1	2	148	3
1897	b	22	8	4	42	14	15	77	32	2	6	222	5
1898	g	7	10	3	21	37	36	32	30	1	5	182	32
1899	b	45	6	3	7	27	24	38	34	3	9	196	21
1900	g	22	5	2	25	22	38	86	28	3	5	236	18
1901	g	40	4	2	39	25	33	33	30	1	1	208	14
1902	g	6	11	1	33	27	10	36	38	1	3	166	33
1903	b	62	12	3	12	26	37	45	23	2	9	231	19
1904	g	19	9	2	31	30	26	81	27	2	4	231	21
1905	g	33	5	4	38	32	11	61	38	3	4	229	8
1906	b	51	7	3	3	37	35	49	20	3	7	215	4
1907	b	38	9	4	3	29	52	67	10	3	8	223	25
1908	b	41	6	4	27	17	21	69	43	2	3	233	4
1909	g	23	4	3	25	21	30	41	46	3	4	200	4
1910	g	14	9	2	42	32	39	69	26	1	1	235	24
1911	g	26	6	3	26	35	17	79	41	2	7	242	13
1912	g	23	7	4	34	36	20	43	42	2	7	218	1
1913	g	5	7	2	38	37	38	44	40	1	2	214	37
1914	g	50	6	2	2	15	50	65	36	3	6	235	3
1915	g	20	5	2	33	37	31	35	43	3	6	215	36
1916	b	42	4	4	13	21	39	70	17	5	10	225	14
1917	b	29	9	3	24	29	40	71	23	3	2	233	7
1918	g	17	11	2	35	33	30	31	48	2	1	210	25
1919	g	9	12	2	22	37	25	75	35	1	5	223	6
1920	g	13	4	4	32	32	37	40	47	2	1	212	0
1921	g	15	9	5	34	33	31	36	34	3	3	203	23
1922	b	54	8	5	14	29	42	49	31	3	7	242	82
1923	b	45	10	2	17	28	44	32	25	3	5	211	68
1924	b	70	8	4	19	17	28	92	26	3	7	274	57
1925	b	63	8	2	14	22	51	49	18	4	6	237	19
1926	g	41	12	4	22	37	25	64	33	3	3	244	2
1927	g	31	4	4	24	16	30	36	29	3	1	178	35
1928	b	62	6	2	21	25	50	67	27	3	7	270	17
1929	g	20	4	1	30	12	19	43	20	1	2	152	20
1930	g	16	11	3	40	14	39	79	21	2	5	230	0
1931	g	15	10	3	29	14	17	36	34	1	4	163	29
1932	g	39	11	2	41	34	11	71	26	3	2	240	7
1933	b	46	9	4	15	14	23	75	33	2	8	229	27
1934	b	44	5	3	21	22	48	69	22	5	10	249	8
1935	b	9	6	5	26	14	27	69	26	3	2	187	7
1936	g	23	8	4	20	28	13	84	22	3	5	210	21
1937	b	59	8	4	22	25	47	74	9	2	9	259	27
1938	g	44	12	1	26	22	22	55	42	1	1	226	2
1939	g	21	12	3	29	15	13	48	41	2	5	189	20
1940	g	29	5	2	29	13	35	57	29	3	2	204	79
1941	b	42	6	3	6	34	31	78	20	4	9	233	21
1942	b	58	6	4	15	17	49	88	30	4	6	277	14
1943	g	5	10	3	28	30	21	74	29	2	7	209	6
1944	g	19	6	2	33	37	11	80	25	3	5	221	23
1945	g	14	5	3	30	29	20	66	22	1	1	191	29
1946	g	40	12	2	29	13	21	63	28	2	3	213	17
1947	g	21	9	3	40	20	24	68	40	3	3	231	7
1948	b	73	7	5	5	34	39	38	11	5	10	227	13
1949	b	25	4	1	28	17	32	53	46	1	5	212	54
1950	b	62	5	3	19	28	43	80	11	4	8	263	5
1951	b	45	7	3	23	31	42	68	22	2	8	251	10
1952	g	26	5	2	37	36	30	38	35	1	6	216	0
1953	g	38	6	1	20	21	23	52	26	2	1	190	27
1954	g	7	6	2	23	12	18	52	28	2	3	153	22
